area_name,municipality_name,region_type,Health_GP_Distance_km,Health_GP_Count_Within_1km,Health_GP_Count_Within_3km,Health_GP_Count_Within_5km,Health_GP_after_hours_Distance_km,Health_Pharmacy_Distance_km,Health_Hospital_incl_Distance_km,Health_Hospital_incl_Count_Within_5km,Health_Hospital_incl_Count_Within_10km,Health_Hospital_incl_Count_Within_20km,Health_Hospital_excl_Distance_km,Health_Hospital_excl_Count_Within_5km,Health_Hospital_excl_Count_Within_10km,Health_Hospital_excl_Count_Within_20km,Retail_Daily_grocery_Distance_to_large_supermarket_km,Retail_Daily_grocery_Count_large_supermarketen_Within_1_km_count,Retail_Daily_grocery_Count_large_supermarketen_Within_3_km_count,Retail_Daily_grocery_Count_large_supermarketen_Within_5_km_count,Retail_Daily_grocery_Distance_to_other_daily_goods_km,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_1_km_count,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_3_km_count,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_5_km_count,Hospitality_Cafes_Distance_to_café_e.d._km,Hospitality_Cafes_Count_cafés_e.d._Within_1_km_count,Hospitality_Cafes_Count_cafés_e.d._Within_3_km_count,Hospitality_Cafes_Count_cafés_e.d._Within_5_km_count,Hospitality_Cafeterias_Distance_to_cafetaria_e.d._km,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_1_km_count,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_3_km_count,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_5_km_count,Hospitality_Restaurants_Distance_to_restaurant_km,Hospitality_Restaurants_Count_restaurants_Within_1_km_count,Hospitality_Restaurants_Count_restaurants_Within_3_km_count,Hospitality_Restaurants_Count_restaurants_Within_5_km_count,Traffic_transport_Distance_to_highway_ramp_km,Traffic_transport_Train_stations_Distance_to_treinstations_totaal_km,Traffic_transport_Train_stations_Distance_to_belangrijk_overstapstation_km,Leisure_culture_Distance_to_bibliotheek_km,Leisure_culture_Sport_Distance_to_indoor_pool_km,Leisure_culture_Sport_Distance_to_ice_rink_km,Leisure_culture_Museum_Distance_to_museum_km,Leisure_culture_Museum_Count_musea_Within_5_km_count,Leisure_culture_Museum_Count_musea_Within_10_km_count,Leisure_culture_Museum_Count_musea_Within_20_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Distance_to_podiumkunsten_totaal_km,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_5_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_10_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_20_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Distance_to_music_venue_km,Leisure_culture_Cinema_Distance_to_bioscoop_km,Leisure_culture_Cinema_Count_bioscopen_Within_5_km_count,Leisure_culture_Cinema_Count_bioscopen_Within_10_km_count,Leisure_culture_Cinema_Count_bioscopen_Within_20_km_count,Leisure_culture_Recreation_Distance_to_sauna_km,Leisure_culture_Recreation_Distance_to_tanning_bed_km,Leisure_culture_Recreation_Distance_to_attraction_km,Leisure_culture_Recreation_Count_attractions_Within_10_km_count,Leisure_culture_Recreation_Count_attractions_Within_20_km_count,Leisure_culture_Recreation_Count_attractions_Within_50_km_count,district_x,Name_clean_x,match,GEBIED_NAAM,18_en_ouder,18_tot_65,65_en_ouder,area_name_normalized,district_y,Name_clean_y
NDSM terrein,Amsterdam                               ,Buurt     ,0.4,3.1,10.6,25.5,2.9,0.4,2.9,1.0,4.7,12.9,2.9,1.0,3.7,9.0,0.5,1.0,8.5,25.0,0.5,1.0,36.4,85.8,0.7,1.0,11.4,28.3,0.2,7.9,31.3,65.2,0.1,14.4,50.6,129.8,3.0,6.8,6.8,2.2,2.4,9.7,2.4,3.0,46.0,61.1,1.4,4.0,40.6,58.0,2.4,3.9,2.0,15.7,19.0,3.9,4.6,6.4,1.7,11.0,58.2,Other,ndsm terrein,ndsm terrein,NDSM terrein,75.2,75.2,71.3,ndsm terrein,Other,ndsm terrein
Buiksloterham-Zuid,Amsterdam                               ,Buurt     ,0.4,3.1,12.2,23.9,2.5,0.4,2.5,1.0,3.4,13.0,2.5,1.0,2.4,9.0,1.0,0.8,11.9,30.2,0.9,5.6,43.1,94.8,0.6,3.1,19.1,46.4,0.5,6.9,37.4,77.0,0.7,9.7,82.3,172.7,3.7,5.5,5.5,1.0,1.8,8.4,0.6,8.0,45.4,62.6,1.5,5.1,44.0,58.8,1.5,2.5,2.0,13.8,19.0,2.5,4.0,5.1,1.8,11.0,59.5,Other,buiksloterhamzuid,buiksloterham,Buiksloterham,71.3,72.6,52.7,buiksloterham,Other,buiksloterham
Overhoeks,Amsterdam                               ,Buurt     ,0.6,2.5,7.1,21.6,3.2,0.8,3.2,1.0,3.1,13.0,3.2,1.0,2.1,9.0,0.3,1.2,7.6,22.3,0.6,5.5,33.4,77.8,0.4,1.8,17.7,30.1,0.4,5.4,29.5,60.1,0.3,15.5,69.6,128.7,4.4,5.7,5.7,1.1,2.2,8.5,0.5,5.4,45.0,61.8,0.5,4.3,42.0,58.6,0.5,2.3,2.0,13.0,19.0,2.3,4.3,5.3,1.9,11.0,58.3,Other,overhoeks,overhoeks,Overhoeks,76.4,76.9,72.5,overhoeks,Other,overhoeks
Tuindorp Oostzaan,Amsterdam                               ,Wijk      ,0.6,2.4,7.8,23.3,3.6,0.9,3.6,1.0,4.7,12.3,3.6,1.0,3.7,9.0,0.9,0.7,5.9,23.0,0.5,4.5,24.4,79.8,1.5,0.1,6.2,25.7,0.8,1.9,22.9,61.3,0.6,3.5,36.3,116.2,2.4,6.9,6.9,1.7,3.0,10.3,3.0,2.8,45.1,60.6,1.1,3.8,38.7,57.4,3.1,4.6,1.4,15.0,19.0,4.5,5.0,7.0,2.1,11.0,57.8,Other,tuindorp oostzaan,tuindorp oostzaan oost,Tuindorp Oostzaan Oost,60.8,65.0,48.5,tuindorp oostzaan oost,Other,tuindorp oostzaan oost
Tuindorp Oostzaan-West,Amsterdam                               ,Buurt     ,0.9,0.7,6.0,19.0,4.6,1.3,4.6,1.0,5.0,12.0,4.6,1.0,4.0,9.0,1.8,0.0,5.0,17.6,0.7,3.6,16.6,65.1,2.4,0.0,2.0,18.8,0.3,1.6,13.1,49.5,0.4,3.2,24.0,82.0,1.6,6.6,6.6,1.9,4.1,11.3,4.0,1.2,42.2,58.0,1.3,2.3,33.1,57.0,4.1,5.6,0.0,14.4,19.0,5.6,5.2,8.1,3.0,11.0,56.5,Other,tuindorp oostzaanwest,tuindorp oostzaan west,Tuindorp Oostzaan West,60.7,66.2,51.2,tuindorp oostzaan west,Other,tuindorp oostzaan west
Tuindorp Oostzaan-Oost,Amsterdam                               ,Buurt     ,0.3,3.6,6.6,23.0,3.9,0.5,3.9,1.0,5.0,12.0,3.9,1.0,4.0,9.0,1.1,0.4,5.3,22.9,0.2,9.0,18.9,79.1,1.6,0.0,3.5,25.9,0.4,2.2,18.9,62.0,0.3,4.5,29.8,112.5,1.7,6.7,6.7,1.2,3.4,10.6,3.3,3.0,45.2,61.1,0.5,4.0,38.5,57.3,3.4,4.9,1.1,15.1,19.0,4.8,5.2,7.4,3.0,11.0,57.8,Other,tuindorp oostzaanoost,tuindorp oostzaan oost,Tuindorp Oostzaan Oost,60.8,65.0,48.5,tuindorp oostzaan oost,Other,tuindorp oostzaan oost
Terrasdorp,Amsterdam                               ,Buurt     ,0.5,3.0,9.0,24.6,3.2,0.8,3.2,1.0,4.8,12.5,3.2,1.0,3.8,9.0,0.9,0.9,7.3,24.4,0.8,2.4,30.1,83.4,1.2,0.4,8.4,27.7,0.9,2.9,27.1,64.3,0.5,5.0,43.5,125.2,2.6,7.1,7.1,1.6,2.7,10.0,2.7,3.0,45.4,61.2,1.2,4.0,40.1,57.6,2.7,4.2,1.9,15.2,19.0,4.2,4.9,6.7,1.8,11.0,58.1,Other,terrasdorp,terrasdorp,Terrasdorp,59.3,63.0,47.7,terrasdorp,Other,terrasdorp
De Bongerd,Amsterdam                               ,Buurt     ,1.0,0.5,8.7,23.4,3.2,1.6,3.2,1.0,4.0,12.4,3.2,1.0,3.0,9.0,0.3,1.0,5.0,23.5,0.3,1.0,27.7,81.6,1.3,0.1,8.8,25.2,1.4,0.1,26.7,60.9,1.4,0.1,40.7,123.0,3.6,7.1,7.1,2.5,2.7,9.9,2.6,3.0,45.7,59.9,2.0,4.0,39.3,57.4,2.7,4.2,2.0,14.8,19.0,4.2,4.9,6.7,1.0,11.0,58.0,Other,de bongerd,de bongerd,De Bongerd,73.2,74.1,58.0,de bongerd,Other,de bongerd
Kadoelen,Amsterdam                               ,Wijk      ,1.1,0.3,13.1,22.6,2.9,1.1,2.9,1.0,4.9,12.1,2.9,1.0,3.9,9.0,1.0,0.6,8.8,22.4,0.9,2.0,36.8,72.4,0.7,0.9,6.3,23.8,0.5,2.1,21.8,57.1,0.6,2.7,35.6,99.7,1.3,7.4,7.4,1.1,3.6,11.1,3.9,1.8,41.3,64.0,1.6,2.8,33.0,58.0,3.0,4.7,1.1,13.5,19.0,3.8,4.4,7.8,2.0,11.0,58.5,Other,kadoelen,kadoelen,Kadoelen,74.7,77.1,64.1,kadoelen,Other,kadoelen
Twiske-Oost,Amsterdam                               ,Buurt     ,1.1,0.1,13.2,21.2,2.8,1.1,2.8,1.0,5.0,12.0,2.8,1.0,4.0,9.0,0.6,1.3,8.5,20.7,0.5,1.4,36.0,64.1,0.9,0.8,5.7,21.0,0.5,2.5,17.0,52.4,0.6,2.1,29.6,85.5,1.1,7.3,7.3,1.1,4.0,11.5,4.3,1.0,38.5,64.0,1.9,2.0,27.3,58.0,3.1,4.7,1.0,12.8,19.0,3.6,4.3,8.3,2.4,11.0,58.9,Other,twiskeoost,twiske oost,Twiske Oost,67.7,71.5,58.2,twiske oost,Other,twiske oost
Kadoelen,Amsterdam                               ,Buurt     ,1.1,0.4,13.0,23.3,2.9,1.1,2.9,1.0,4.9,12.1,2.9,1.0,3.9,9.0,1.1,0.3,8.9,23.2,1.0,2.2,37.1,76.1,0.6,0.9,6.6,25.0,0.5,1.9,24.0,59.1,0.5,2.9,38.2,106.1,1.4,7.5,7.5,1.1,3.4,10.9,3.6,2.2,42.6,64.0,1.5,3.2,35.6,58.0,2.9,4.7,1.2,13.9,19.0,3.9,4.4,7.7,1.9,11.0,58.4,Other,kadoelen,kadoelen,Kadoelen,74.7,77.1,64.1,kadoelen,Other,kadoelen
Banne-Noordwest,Amsterdam                               ,Buurt     ,0.4,2.0,4.0,27.3,1.3,0.6,1.3,1.0,3.0,13.0,1.3,1.0,2.0,9.0,0.7,2.9,5.7,29.0,0.7,7.9,19.5,91.2,0.4,1.9,8.6,27.0,0.8,1.8,16.8,68.4,0.6,1.9,20.0,130.2,1.6,7.2,7.2,0.8,2.4,10.0,3.0,3.0,45.5,64.3,1.6,4.0,37.9,58.4,1.6,3.2,2.0,13.9,19.0,4.6,2.8,6.7,1.0,11.0,58.7,Other,bannenoordwest,banne noordwest,Banne Noordwest,56.2,58.7,44.4,banne noordwest,Other,banne noordwest
Banne-Noordoost,Amsterdam                               ,Buurt     ,0.9,0.7,4.4,27.2,1.0,0.9,1.0,1.0,3.0,13.0,1.0,1.0,2.0,9.0,1.2,0.3,7.5,29.0,1.1,0.9,19.3,91.0,1.0,0.5,7.0,26.9,1.3,0.1,17.1,66.5,1.1,0.3,19.3,129.4,2.1,6.9,6.9,1.3,2.7,9.7,3.3,3.0,45.0,64.7,1.5,4.0,39.2,58.7,1.5,2.9,2.0,13.6,19.0,4.3,2.4,6.4,1.0,11.0,59.2,Other,bannenoordoost,banne noordoost,Banne Noordoost,58.6,60.6,50.6,banne noordoost,Other,banne noordoost
Banne-Zuidwest,Amsterdam                               ,Buurt     ,0.7,1.1,11.4,27.2,0.9,0.7,0.9,1.0,3.1,13.0,0.9,1.0,2.1,9.0,0.6,3.0,11.3,29.0,0.2,9.7,35.2,91.1,0.6,1.1,14.6,27.1,0.6,2.1,33.4,68.1,0.5,2.1,55.2,131.1,1.7,6.7,6.7,0.6,1.6,9.5,2.2,3.0,46.0,64.7,0.8,4.0,40.5,59.0,0.8,3.1,2.0,14.1,19.0,3.8,2.6,6.2,1.0,11.0,59.3,Other,bannezuidwest,banne zuidwest,Banne Zuidwest,58.6,61.4,47.0,banne zuidwest,Other,banne zuidwest
Banne-Zuidoost,Amsterdam                               ,Buurt     ,0.9,0.7,10.9,27.4,0.5,0.5,0.5,1.0,3.0,13.0,0.5,1.0,2.0,9.0,0.8,2.0,13.3,29.0,0.3,7.1,35.4,91.1,0.8,0.8,14.3,27.1,0.8,1.3,35.6,67.6,0.8,1.5,52.5,131.0,1.9,6.6,6.6,0.8,1.8,9.4,2.4,3.0,45.7,64.5,0.6,4.0,40.6,59.0,0.6,2.6,2.0,14.1,19.0,3.8,2.2,6.1,1.0,11.0,59.6,Other,bannezuidoost,banne zuidoost,Banne Zuidoost,63.4,66.8,50.8,banne zuidoost,Other,banne zuidoost
Buiksloterbreek,Amsterdam                               ,Buurt     ,1.5,0.0,16.6,27.9,1.4,1.4,1.4,1.0,3.2,13.0,1.4,1.0,2.2,9.0,1.4,0.0,15.7,29.2,1.0,1.3,58.5,91.6,1.0,0.5,18.8,27.4,0.5,2.0,45.0,68.9,0.6,2.6,77.7,133.7,2.5,6.1,6.1,1.5,1.3,9.0,1.7,3.0,46.0,63.2,0.9,4.0,43.5,59.0,0.9,3.1,2.0,14.6,19.0,3.2,3.2,5.7,1.0,11.0,59.9,Other,buiksloterbreek,buiksloterbreek,Buiksloterbreek,79.9,83.6,72.1,buiksloterbreek,Other,buiksloterbreek
Marjoleinterrein,Amsterdam                               ,Buurt     ,1.7,0.0,15.9,27.5,1.8,1.8,1.8,1.0,3.0,13.0,1.8,1.0,2.0,9.0,1.7,0.0,18.0,29.8,0.7,1.9,57.6,90.8,1.2,0.0,20.8,31.3,0.9,2.4,48.2,67.3,0.8,2.4,84.1,142.3,2.9,5.8,5.8,1.8,0.7,8.6,2.0,4.0,45.5,63.0,1.3,4.2,43.5,59.0,1.3,2.4,2.0,13.8,19.0,3.2,2.8,5.4,1.8,11.0,59.8,Other,marjoleinterrein,marjoleinterrein,Marjoleinterrein,68.7,69.4,60.4,marjoleinterrein,Other,marjoleinterrein
Buiksloterdijk-West,Amsterdam                               ,Buurt     ,1.4,0.0,16.0,28.2,2.1,1.8,2.1,1.0,3.7,13.0,2.1,1.0,2.7,9.0,1.4,0.0,19.5,35.4,0.6,2.0,60.9,105.1,1.1,0.1,22.9,49.1,0.8,2.0,50.7,85.5,0.8,2.4,99.0,194.6,2.8,5.3,5.3,1.8,0.4,8.2,2.1,10.0,45.0,63.0,1.6,5.5,42.9,59.0,1.6,1.9,2.0,13.1,19.0,2.8,2.3,4.9,2.0,11.0,60.1,Other,buiksloterdijkwest,buiksloterdijk west,Buiksloterdijk West,82.4,85.0,75.1,buiksloterdijk west,Other,buiksloterdijk west
Buiksloterdijk-Oost,Amsterdam                               ,Buurt     ,1.2,0.0,15.0,28.7,2.2,1.5,2.2,1.0,4.0,13.0,2.2,1.0,3.0,9.0,1.2,0.0,21.9,37.6,0.7,1.6,64.6,117.4,1.3,0.0,22.6,98.3,0.9,1.6,52.3,114.8,0.9,1.8,97.9,278.8,2.6,5.1,5.1,1.9,0.5,7.9,1.9,13.4,45.0,63.0,1.7,6.7,42.8,59.0,1.7,1.7,2.4,13.0,19.0,2.6,2.1,4.7,2.0,11.0,60.3,Other,buiksloterdijkoost,buiksloterdijk oost,Buiksloterdijk Oost,82.0,85.9,74.6,buiksloterdijk oost,Other,buiksloterdijk oost
Nieuwendammerdijk-West,Amsterdam                               ,Buurt     ,1.3,0.1,11.0,24.8,3.0,0.6,3.0,1.0,3.5,13.0,3.0,1.0,2.5,9.0,1.2,0.3,15.6,30.7,0.5,4.7,50.3,90.7,1.2,0.5,19.6,70.6,0.6,3.5,39.8,93.2,0.6,3.5,83.0,208.2,3.1,5.3,5.3,2.1,2.3,8.2,1.0,10.4,45.0,63.0,3.1,5.2,42.4,59.0,3.1,1.6,2.4,13.0,19.0,1.6,2.2,4.9,2.0,11.0,59.4,Other,nieuwendammerdijkwest,nieuwendammerdijk west,Nieuwendammerdijk West,81.1,84.0,71.0,nieuwendammerdijk west,Other,nieuwendammerdijk west
Nieuwendammerdijk-Oost,Amsterdam                               ,Buurt     ,0.7,1.0,10.9,19.7,3.5,0.7,3.5,1.0,3.0,12.5,3.5,1.0,2.0,9.0,1.2,0.1,16.3,24.6,0.5,5.3,41.3,64.8,0.6,0.9,11.2,23.8,0.6,1.3,30.4,56.0,0.5,5.9,55.8,103.6,2.1,6.2,6.4,1.2,2.8,7.8,2.0,3.0,45.0,63.0,4.0,3.0,40.8,59.0,4.0,2.1,2.0,13.0,19.0,2.7,1.9,5.9,1.3,11.0,60.6,Other,nieuwendammerdijkoost,nieuwendammerdijk oost,Nieuwendammerdijk Oost,83.0,84.8,74.2,nieuwendammerdijk oost,Other,nieuwendammerdijk oost
Elzenhagen,Amsterdam                               ,Wijk      ,1.4,0.1,10.4,28.6,1.5,1.3,1.5,1.0,3.2,13.0,1.5,1.0,2.2,9.0,0.8,0.6,17.4,32.1,0.7,1.3,46.9,96.9,1.5,0.0,13.0,46.7,0.6,0.9,35.9,80.8,1.2,0.1,53.0,174.2,1.9,5.7,5.7,2.0,1.7,8.5,2.5,6.7,45.0,64.2,2.0,4.4,42.0,59.0,2.0,1.8,2.1,13.0,19.0,3.2,1.5,5.3,1.6,11.0,60.2,Other,elzenhagen,elzenhagen noord,Elzenhagen Noord,73.4,75.2,56.4,elzenhagen noord,Other,elzenhagen noord
Elzenhagen-Noord,Amsterdam                               ,Buurt     ,1.4,0.0,8.8,27.3,1.5,1.4,1.5,1.0,3.0,13.0,1.5,1.0,2.0,9.0,1.0,0.5,15.6,29.7,0.9,1.1,40.0,86.4,1.5,0.0,9.7,29.9,0.8,0.8,30.8,66.9,1.3,0.0,40.1,137.3,2.0,5.9,5.9,2.1,1.9,8.7,2.7,4.1,45.0,64.2,2.1,3.5,41.8,59.0,2.1,1.9,2.0,13.0,19.0,3.4,1.5,5.5,1.5,11.0,60.0,Other,elzenhagennoord,elzenhagen noord,Elzenhagen Noord,73.4,75.2,56.4,elzenhagen noord,Other,elzenhagen noord
Elzenhagen-Zuid,Amsterdam                               ,Buurt     ,1.3,0.1,13.7,31.2,1.4,1.3,1.4,1.0,3.7,13.0,1.4,1.0,2.7,9.0,0.5,1.0,20.8,36.7,0.4,1.8,60.9,115.6,1.4,0.0,19.7,74.5,0.3,1.0,45.8,103.3,1.1,0.3,78.4,238.9,1.8,5.2,5.2,2.0,1.2,8.1,2.1,11.6,45.0,64.5,1.9,6.1,42.5,59.0,1.9,1.6,2.3,13.0,19.0,2.7,1.3,4.8,2.0,11.0,60.6,Other,elzenhagenzuid,elzenhagen zuid,Elzenhagen Zuid,61.8,62.7,44.2,elzenhagen zuid,Other,elzenhagen zuid
Nintemanterrein,Amsterdam                               ,Buurt     ,0.8,1.0,16.5,34.6,1.9,1.2,1.9,1.0,4.0,13.0,1.9,1.0,3.0,9.0,0.9,1.0,23.3,42.0,0.8,2.3,65.3,158.8,1.3,0.0,23.3,170.6,0.7,1.7,53.2,191.9,0.7,1.3,96.8,404.6,2.3,4.8,4.8,1.9,0.6,7.6,1.6,18.0,45.0,63.0,1.8,8.0,43.0,59.0,1.8,1.4,4.0,13.0,19.0,2.3,1.8,4.4,2.0,11.0,60.5,Other,nintemanterrein,nintemanterrein,Nintemanterrein,81.9,85.1,75.9,nintemanterrein,Other,nintemanterrein
Buikslotermeer,Amsterdam                               ,Wijk      ,0.5,1.8,10.2,23.1,2.3,0.6,2.3,1.0,3.1,13.0,2.3,1.0,2.1,9.0,0.5,3.4,16.4,27.6,0.5,5.0,44.8,75.2,0.7,1.4,10.9,31.5,0.4,5.9,31.9,65.8,0.4,8.3,49.6,131.8,2.2,6.0,6.0,1.8,2.2,8.6,2.4,4.8,45.0,63.7,2.8,3.2,41.4,59.0,2.8,0.9,2.0,13.0,19.0,3.1,0.8,5.6,1.5,11.0,60.0,Other,buikslotermeer,buikslotermeer noord,Buikslotermeer Noord,66.4,70.1,55.9,buikslotermeer noord,Other,buikslotermeer noord
Buikslotermeer-Noord,Amsterdam                               ,Buurt     ,0.6,1.0,8.6,22.1,2.0,0.6,2.0,1.0,3.0,13.0,2.0,1.0,2.0,9.0,0.5,1.5,14.8,27.0,0.7,1.5,36.4,74.2,0.8,0.9,6.1,25.8,0.6,1.3,26.2,60.8,0.5,2.9,30.9,116.2,2.0,6.4,6.4,2.0,2.4,8.9,3.0,2.6,45.0,64.2,2.6,2.2,39.8,59.0,2.6,1.3,2.0,13.0,19.0,3.7,0.8,6.0,1.1,11.0,59.9,Other,buikslotermeernoord,buikslotermeer noord,Buikslotermeer Noord,66.4,70.1,55.9,buikslotermeer noord,Other,buikslotermeer noord
De Kleine Wereld,Amsterdam                               ,Buurt     ,0.4,1.0,8.8,22.8,1.9,0.5,1.9,1.0,3.0,13.0,1.9,1.0,2.0,9.0,0.4,2.0,15.0,27.6,0.6,1.9,38.5,74.7,0.7,1.5,6.4,26.0,0.4,1.3,27.2,63.8,0.4,4.1,31.0,119.9,1.9,6.3,6.3,1.9,2.3,8.8,2.9,2.8,45.0,64.4,2.5,2.5,40.8,59.0,2.5,1.1,2.0,13.0,19.0,3.6,0.7,5.9,1.1,11.0,60.0,Other,de kleine wereld,de kleine wereld,De Kleine Wereld,52.9,55.4,45.7,de kleine wereld,Other,de kleine wereld
Loenermark,Amsterdam                               ,Buurt     ,0.3,2.5,12.5,25.7,2.3,0.8,2.3,1.0,3.4,13.0,2.3,1.0,2.4,9.0,0.5,4.2,19.9,30.2,0.4,6.9,57.5,88.5,0.7,1.1,19.3,47.8,0.5,8.8,41.0,77.8,0.5,10.3,76.1,179.2,2.3,5.4,5.4,1.9,1.7,8.2,1.7,9.6,45.0,63.3,2.7,5.2,42.3,59.0,2.7,0.8,2.0,13.0,19.0,2.4,1.0,5.0,2.0,11.0,60.2,Other,loenermark,loenermark,Loenermark,64.8,69.1,49.0,loenermark,Other,loenermark
Buikslotermeerplein,Amsterdam                               ,Buurt     ,0.5,2.2,9.4,20.6,2.2,0.6,2.2,1.0,3.0,13.0,2.2,1.0,2.0,9.0,0.4,6.1,15.9,26.4,0.3,7.2,41.6,67.9,0.3,2.0,7.6,25.5,0.4,9.0,27.9,62.0,0.2,12.3,36.4,112.3,2.1,6.3,6.3,1.4,2.5,8.6,2.5,3.1,45.0,63.6,2.7,3.0,41.0,59.0,2.7,0.7,2.0,13.0,19.0,3.2,0.3,5.9,1.1,11.0,60.0,Other,buikslotermeerplein,buikslotermeerplein,Buikslotermeerplein,57.1,62.4,45.1,buikslotermeerplein,Other,buikslotermeerplein
Plan van Gool,Amsterdam                               ,Buurt     ,0.5,2.6,11.1,23.3,2.7,0.5,2.7,1.0,3.0,13.0,2.7,1.0,2.0,9.0,0.4,4.7,16.2,26.5,0.4,8.3,47.9,69.4,0.6,1.7,13.3,30.2,0.3,10.2,34.9,63.5,0.3,13.2,64.2,125.3,2.7,5.7,5.7,1.4,2.1,8.5,1.9,5.4,45.0,63.0,3.2,3.2,42.6,59.0,3.2,0.8,2.0,13.0,19.0,2.6,0.8,5.3,2.0,11.0,60.0,Other,plan van gool,plan van gool,Plan van Gool,59.6,61.3,51.5,plan van gool,Other,plan van gool
Rode Kruisbuurt,Amsterdam                               ,Buurt     ,0.7,1.6,13.4,24.8,2.4,0.8,2.4,1.0,3.6,13.0,2.4,1.0,2.6,9.0,1.0,0.4,20.7,30.4,0.7,4.1,59.6,89.0,1.2,0.0,20.2,52.9,0.7,5.0,42.4,82.1,0.3,4.3,85.0,190.0,2.5,5.3,5.3,2.4,1.7,8.1,1.2,10.6,45.0,63.0,2.9,5.4,42.1,59.0,2.9,1.2,2.0,13.0,19.0,1.9,1.6,4.9,2.0,11.0,60.0,Other,rode kruisbuurt,rode kruisbuurt,Rode Kruisbuurt,76.7,80.5,71.1,rode kruisbuurt,Other,rode kruisbuurt
Waterlandpleinbuurt,Amsterdam                               ,Wijk      ,0.5,2.2,8.0,18.3,3.3,0.7,3.3,1.0,3.0,12.6,3.3,1.0,2.0,9.0,0.4,4.5,12.8,23.6,0.5,8.4,26.3,64.1,0.6,1.1,4.3,22.4,0.6,5.9,22.3,50.5,0.6,4.9,27.9,93.9,1.5,6.6,7.2,0.7,3.5,7.6,3.0,1.9,44.5,63.0,3.9,1.6,37.2,59.0,3.9,2.0,2.0,12.2,19.0,3.7,1.5,6.8,1.7,11.0,60.7,Other,waterlandpleinbuurt,waterloopleinbuurt,Waterloopleinbuurt,70.3,73.6,59.3,waterloopleinbuurt,Other,waterloopleinbuurt
Markengouw-Midden,Amsterdam                               ,Buurt     ,0.7,1.8,8.0,17.5,3.4,0.7,3.4,1.0,3.0,12.5,3.4,1.0,2.0,9.0,0.6,4.0,12.5,23.3,0.6,6.3,24.9,64.0,0.7,1.0,4.0,21.7,0.7,4.5,21.0,48.7,0.7,3.0,26.7,91.3,1.5,6.7,7.5,0.9,3.7,7.7,3.2,1.3,44.0,63.0,3.9,1.0,36.4,59.0,3.9,2.1,2.0,11.6,19.0,3.9,1.6,7.0,1.8,11.0,60.7,Other,markengouwmidden,markengouw midden,Markengouw Midden,60.3,61.8,47.4,markengouw midden,Other,markengouw midden
Markengouw-Zuid,Amsterdam                               ,Buurt     ,0.4,2.0,8.0,18.0,3.8,0.8,3.8,1.0,3.0,12.0,3.8,1.0,2.0,9.0,0.7,3.8,12.1,23.1,0.7,6.8,23.6,64.3,0.7,1.0,4.0,21.1,0.7,5.6,20.6,46.1,0.7,2.9,26.1,89.9,1.1,6.3,7.5,0.9,3.9,7.2,3.3,1.0,43.7,63.0,4.4,1.0,36.1,59.0,4.4,2.5,2.0,11.2,19.0,4.0,2.1,7.1,2.0,11.0,60.5,Other,markengouwzuid,markengouw zuid,Markengouw Zuid,61.9,63.1,52.1,markengouw zuid,Other,markengouw zuid
Werengouw-Midden,Amsterdam                               ,Buurt     ,0.4,2.4,8.0,18.7,3.0,0.6,3.0,1.0,3.0,13.0,3.0,1.0,2.0,9.0,0.3,5.6,13.7,24.0,0.2,11.4,28.4,64.0,0.5,1.3,4.9,23.2,0.4,7.9,23.7,52.9,0.4,7.9,29.9,97.0,1.6,6.6,6.9,0.5,3.2,7.8,2.7,2.7,45.0,63.0,3.6,2.5,38.2,59.0,3.6,1.6,2.0,12.9,19.0,3.4,1.2,6.4,1.6,11.0,60.8,Other,werengouwmidden,werengouw midden,Werengouw Midden,59.2,62.0,46.1,werengouw midden,Other,werengouw midden
Werengouw-Zuid,Amsterdam                               ,Buurt     ,0.3,2.5,8.0,19.5,3.7,0.6,3.7,1.0,3.0,12.1,3.7,1.0,2.0,9.0,0.4,3.7,12.5,23.9,0.4,8.2,26.5,64.5,0.4,1.0,4.0,22.8,0.4,5.5,23.4,51.8,0.4,3.3,27.1,95.9,1.0,6.2,7.1,0.5,3.5,7.1,2.9,2.2,45.0,63.0,4.2,1.6,37.0,59.0,4.2,2.2,2.0,12.7,19.0,3.6,1.8,6.7,2.0,11.0,60.9,Other,werengouwzuid,werengouw zuid,Werengouw Zuid,60.5,61.4,56.4,werengouw zuid,Other,werengouw zuid
